"year","month","tis99.land","tia30.land","tia10.land","til30.land","til10.land","tis99.ocean","tia30.ocean","tia10.ocean","til30.ocean","til10.ocean","ts","time"
1984,9,-0.206835,0.0965389,-0.412464,-0.441454,-1.83274,0.724218,1.64094,0.885711,0.853794,-0.779809,1984.71,"1984-9-15 00:00:00"
1984,10,-0.225021,0.162192,0.292281,0.256203,-0.470296,0.362228,0.809398,0.0330239,-0.407517,-1.68472,1984.79,"1984-10-15 00:00:00"
1984,11,-0.429529,-0.598185,-0.882558,-1.31832,-2.03761,0.348461,0.70892,-0.104987,-0.53639,-1.81593,1984.88,"1984-11-15 00:00:00"
1984,12,-0.916538,-1.58082,-1.68564,-2.33624,-2.6195,0.353278,0.571911,-0.19868,-0.518854,-1.6805,1984.96,"1984-12-15 00:00:00"
1985,1,0.276814,0.555416,0.118242,0.327829,-0.514859,0.336254,0.462051,-0.359135,-0.683134,-1.66376,1985.04,"1985-1-15 00:00:00"
1985,2,-0.73696,-1.17018,-1.5526,-1.42152,-2.02635,0.470545,0.78238,-0.0717289,-0.24802,-1.45357,1985.12,"1985-2-15 00:00:00"
1985,3,0.0870389,0.263797,-0.10948,-0.532927,-0.524033,0.348655,0.600214,-0.322574,-0.449003,-1.83937,1985.21,"1985-3-15 00:00:00"
1985,4,0.313316,0.875622,0.243945,-0.0641821,0.26701,0.22756,0.399647,-0.539644,-0.782677,-1.9885,1985.29,"1985-4-15 00:00:00"
1985,5,0.104365,0.375244,-0.214756,-0.663541,-0.991137,0.366267,0.663773,-0.0920618,-0.291197,-1.59632,1985.38,"1985-5-15 00:00:00"
1985,6,0.143121,0.870489,0.598305,0.721455,0.808242,0.250889,0.440881,-0.538196,-0.686567,-1.94386,1985.46,"1985-6-15 00:00:00"
1985,7,-0.705897,-0.97235,-1.20243,-1.84239,-1.87471,0.348716,0.759142,-0.127786,-0.142171,-1.56479,1985.54,"1985-7-15 00:00:00"
1985,8,0.271316,0.894501,0.359524,0.458592,-0.719885,0.173536,0.257615,-0.691777,-0.803181,-2.38479,1985.62,"1985-8-15 00:00:00"
1985,9,-0.389162,-0.265482,-0.720424,-0.83933,-1.56111,0.431758,0.838476,-0.127786,-0.219054,-2.2528,1985.71,"1985-9-15 00:00:00"
1985,10,-0.243191,0.156121,0.249029,0.149965,-0.604981,0.396216,0.858061,-0.235793,-0.318706,-1.88775,1985.79,"1985-10-15 00:00:00"
1985,11,-0.477654,-0.720325,-0.925106,-1.41858,-1.41559,0.313761,0.584842,-0.830731,-0.621325,-2.47831,1985.88,"1985-11-15 00:00:00"
1985,12,-0.120597,-0.193463,-0.518011,-0.620639,-0.605638,0.423395,0.647131,-0.586094,-0.318617,-1.85958,1985.96,"1985-12-15 00:00:00"
1986,1,0.783735,1.37407,0.860715,1.07312,0.269927,0.301268,0.353974,-1.0666,-0.713198,-2.01371,1986.04,"1986-1-15 00:00:00"
1986,2,0.746748,1.29224,1.0036,1.26476,1.21115,0.399631,0.592946,-0.670131,-0.414384,-1.66157,1986.12,"1986-2-15 00:00:00"
1986,3,0.647273,1.14632,0.730386,0.579694,0.475353,0.348655,0.551077,-0.800504,-0.432444,-1.77448,1986.21,"1986-3-15 00:00:00"
1986,4,0.589612,1.37017,0.810839,0.566801,1.06863,0.294503,0.498883,-0.777911,-0.530833,-1.53766,1986.29,"1986-4-15 00:00:00"
1986,5,0.484356,0.985256,0.272721,0.0998234,-0.431584,0.333405,0.536023,-0.678308,-0.339344,-1.89094,1986.38,"1986-5-15 00:00:00"
1986,6,-0.118012,0.205983,-0.094632,-0.0161481,-0.0153368,0.440703,0.907995,-0.251886,0.00876287,-0.889526,1986.46,"1986-6-15 00:00:00"
1986,7,-0.283168,-0.0488048,-0.570479,-0.658565,-0.647111,0.476825,1.11325,0.145808,0.347999,-0.670915,1986.54,"1986-7-15 00:00:00"
1986,8,0.0853823,0.521446,-0.0376894,-0.101799,-0.933662,0.42871,1.05276,0.160357,0.293409,-0.510437,1986.62,"1986-8-15 00:00:00"
1986,9,-0.632264,-0.769278,-1.18781,-1.25937,-1.63254,0.56174,1.13628,0.129714,0.201602,-1.27542,1986.71,"1986-9-15 00:00:00"
1986,10,-0.297699,-0.00261753,-0.280308,-0.0532281,-1.73161,0.77009,1.68567,1.13243,0.927521,0.775736,1986.79,"1986-10-15 00:00:00"
1986,11,-0.397446,-0.59818,-1.02093,-1.07239,-1.03545,0.660766,1.2606,0.557726,0.368413,0.383775,1986.88,"1986-11-15 00:00:00"
1986,12,-0.0468989,-0.0866329,-0.426847,-0.370702,-0.159325,0.668802,1.03578,0.305788,0.229686,0.218846,1986.96,"1986-12-15 00:00:00"
1987,1,0.487001,0.787767,0.22693,0.398813,-0.740406,0.756086,1.14614,0.470679,0.332398,0.761852,1987.04,"1987-1-15 00:00:00"
1987,2,1.15477,1.80744,1.37337,1.7883,1.44316,0.718745,1.15339,0.446754,0.348779,0.404231,1987.12,"1987-2-15 00:00:00"
1987,3,-0.147478,-0.245953,-0.841266,-0.935385,-0.934918,0.864474,1.52166,1.01783,0.844419,1.14336,1987.21,"1987-3-15 00:00:00"
1987,4,0.183294,0.471542,-0.278722,-0.496233,-0.0542956,0.796577,1.56198,1.07143,0.913696,1.32449,1987.29,"1987-4-15 00:00:00"
1987,5,0.256362,0.532783,-0.104761,-0.387595,-0.620725,0.924909,1.89087,1.46536,1.43353,1.52377,1987.38,"1987-5-15 00:00:00"
1987,6,0.725647,2.07675,1.86965,1.98937,2.42496,0.820331,1.83491,1.14718,1.29751,1.33902,1987.46,"1987-6-15 00:00:00"
1987,7,0.98502,2.45273,1.66068,2.1984,2.10574,1.02129,2.55068,1.93593,2.34505,2.01856,1987.54,"1987-7-15 00:00:00"
1987,8,-0.245167,-0.069008,-0.47104,-0.676677,-1.05158,1.16233,2.94191,2.20546,2.85998,2.41357,1987.62,"1987-8-15 00:00:00"
1987,9,0.461696,1.35458,0.896894,1.11054,1.26302,1.24415,2.57188,2.23671,2.29668,2.45183,1987.71,"1987-9-15 00:00:00"
1987,10,0.0656895,0.750149,1.08923,0.801018,1.23702,1.17795,2.35034,1.91639,1.94722,1.93041,1987.79,"1987-10-15 00:00:00"
1987,11,-0.0605761,0.177828,-0.25523,-0.134962,0.710312,1.38948,2.44168,2.28076,2.09654,2.44777,1987.88,"1987-11-15 00:00:00"
1987,12,1.08805,1.97371,1.04457,1.85047,1.70426,1.15962,1.76941,1.71663,1.16782,1.73483,1987.96,"1987-12-15 00:00:00"
1988,1,0.907375,1.56538,0.82304,1.22729,0.288603,1.38583,2.08462,1.83295,1.60756,2.02901,1988.04,"1988-1-15 00:00:00"
1988,2,0.314,0.445244,0.0155865,0.220682,-0.470641,1.39243,2.1988,1.93528,1.77687,1.9896,1988.12,"1988-2-15 00:00:00"
1988,3,0.790588,1.29601,1.00337,0.848297,1.13801,1.24274,2.05483,1.78412,1.55922,1.85891,1988.21,"1988-3-15 00:00:00"
1988,4,0.817149,1.66538,1.40824,1.04313,1.6006,1.03088,1.90054,1.5911,1.32835,1.73506,1988.29,"1988-4-15 00:00:00"
1988,5,1.01634,1.77372,1.34703,1.20407,0.981322,0.859186,1.58935,1.05773,0.857804,0.756763,1988.38,"1988-5-15 00:00:00"
1988,6,1.06713,2.50205,1.88756,2.2743,1.71682,0.75706,1.55023,0.727007,0.763843,0.780686,1988.46,"1988-6-15 00:00:00"
1988,7,0.740282,1.7862,1.00398,1.38088,0.761234,0.701016,1.48832,0.547363,0.666085,0.0361631,1988.54,"1988-7-15 00:00:00"
1988,8,1.13901,2.20553,1.46052,1.87453,1.3104,0.715781,1.52731,0.597516,0.763781,-0.0375758,1988.62,"1988-8-15 00:00:00"
1988,9,0.968159,2.0788,1.48808,1.79973,1.80468,0.691722,1.15298,0.0867634,0.139485,-1.01355,1988.71,"1988-9-15 00:00:00"
1988,10,0.937822,2.28421,2.44374,2.31246,2.86933,0.668124,1.1199,0.105491,0.0230444,-0.889702,1988.79,"1988-10-15 00:00:00"
1988,11,0.276294,0.905959,0.385796,0.55931,1.34408,0.417862,0.525732,-0.768865,-0.847344,-1.27736,1988.88,"1988-11-15 00:00:00"
1988,12,0.896438,1.50229,0.629272,1.07827,1.10696,0.353278,0.351097,-1.19742,-0.881403,-1.44837,1988.96,"1988-12-15 00:00:00"
1989,1,0.10372,0.104046,-0.812935,-0.746149,-1.42216,0.476198,0.477063,-0.674269,-0.825248,-0.96366,1989.04,"1989-1-15 00:00:00"
1989,2,0.276907,0.364129,-0.179011,0.0499385,-0.481431,0.435088,0.446931,-0.742409,-0.861732,-1.26588,1989.12,"1989-2-15 00:00:00"
1989,3,0.660301,1.05521,0.628833,0.459402,0.446433,0.486207,0.586353,-0.638087,-0.677343,-0.995774,1989.21,"1989-3-15 00:00:00"
1989,4,0.378327,0.789179,0.055039,-0.287594,-0.346951,0.595747,0.915929,-0.0378935,-0.255636,-0.17524,1989.29,"1989-4-15 00:00:00"
1989,5,-0.0666303,-0.101773,-1.40282,-1.46711,-2.22335,0.629157,1.00016,-0.0146577,-0.0411076,-0.248902,1989.38,"1989-5-15 00:00:00"
1989,6,-0.298796,-0.356842,-0.718626,-0.950967,-1.64811,0.630517,1.14353,0.156805,-0.00339924,0.241917,1989.46,"1989-6-15 00:00:00"
1989,7,0.540042,1.32124,0.522673,0.670849,0.0885473,0.797097,1.61328,0.83215,0.755378,0.551488,1989.54,"1989-7-15 00:00:00"
1989,8,0.519228,1.07514,0.272179,0.480367,0.140724,0.843367,1.71482,0.93447,0.93485,0.478385,1989.62,"1989-8-15 00:00:00"
1989,9,0.481954,1.12018,0.556328,0.624483,0.415371,0.854199,1.42664,0.729259,0.456929,0.165706,1989.71,"1989-9-15 00:00:00"
1989,10,0.447248,1.24524,1.10239,1.03911,0.647229,0.702113,1.12118,0.266733,-0.0771764,-0.412054,1989.79,"1989-10-15 00:00:00"
1989,11,0.0998384,0.461556,0.0454848,0.00729419,0.783387,0.799568,1.17917,0.467759,0.0802164,0.402303,1989.88,"1989-11-15 00:00:00"
1989,12,0.85222,1.32896,0.656558,0.778773,0.954905,0.809034,1.0684,0.534522,0.0575358,0.932492,1989.96,"1989-12-15 00:00:00"
1990,1,0.771371,1.23019,0.433858,0.570956,0.515225,0.826058,1.01418,0.361125,-0.0995681,0.372049,1990.04,"1990-1-15 00:00:00"
1990,2,0.672563,0.998374,0.455601,0.677983,0.524116,1.10877,1.52725,1.07463,0.65589,1.01926,1990.12,"1990-2-15 00:00:00"
1990,3,1.7938,2.7469,1.92244,2.3478,1.96271,1.0708,1.55292,1.20404,0.69671,1.25486,1990.21,"1990-3-15 00:00:00"
1990,4,1.07719,2.0169,1.66765,1.34017,1.77973,1.06435,1.73104,1.47196,0.941256,1.52707,1990.29,"1990-4-15 00:00:00"
1990,5,0.750349,1.24368,0.797655,0.314861,0.994139,1.12208,1.90085,1.71751,1.24603,1.90407,1990.38,"1990-5-15 00:00:00"
1990,6,0.685473,1.57737,0.986875,1.1942,0.63457,0.978509,1.84134,1.40538,1.05325,1.51312,1990.46,"1990-6-15 00:00:00"
1990,7,0.807029,1.67429,0.914252,1.00418,0.744878,1.11737,2.18288,1.63483,1.69729,1.53693,1990.54,"1990-7-15 00:00:00"
1990,8,0.498569,0.978374,0.193799,0.293368,0.152409,1.00285,1.92013,1.18176,1.25155,0.538716,1990.62,"1990-8-15 00:00:00"
1990,9,-0.0650256,0.142092,-0.349309,-0.517804,-0.806498,0.951686,1.52444,0.940035,0.55243,0.217489,1990.71,"1990-9-15 00:00:00"
1990,10,0.865144,1.85243,1.56389,1.65502,1.25657,1.14396,1.87679,1.55305,1.15157,1.15048,1990.79,"1990-10-15 00:00:00"
1990,11,1.2067,2.59585,2.01449,2.42867,2.65932,1.11187,1.62202,1.18228,0.738508,0.986178,1990.88,"1990-11-15 00:00:00"
1990,12,0.970137,1.47037,0.73387,0.86184,0.595161,1.05444,1.3821,1.18396,0.473773,1.25818,1990.96,"1990-12-15 00:00:00"
1991,1,0.67246,1.00784,0.416516,0.2089,0.344484,1.00099,1.22691,0.704714,0.177576,0.507941,1991.04,"1991-1-15 00:00:00"
1991,2,1.04349,1.51289,1.08938,1.11384,1.04305,0.931487,1.15015,0.461438,0.0120766,-0.160601,1991.12,"1991-2-15 00:00:00"
1991,3,0.269441,0.202873,-0.271634,-0.712889,-1.37081,0.93325,1.22412,0.635025,0.106579,-0.0151365,1991.21,"1991-3-15 00:00:00"
1991,4,1.12595,1.9085,1.49958,1.27127,1.36814,1.13129,1.70332,1.33069,0.889506,0.87835,1991.29,"1991-4-15 00:00:00"
1991,5,0.389358,0.594152,-0.195577,-0.551298,-0.417669,1.05635,1.61699,1.18644,0.743519,0.658292,1991.38,"1991-5-15 00:00:00"
1991,6,1.40861,2.61321,1.68985,2.42882,1.62365,1.04178,1.8062,1.35873,1.03677,1.112,1991.46,"1991-6-15 00:00:00"
1991,7,1.16301,2.06441,1.33941,1.5491,1.08045,1.02129,1.76424,1.08286,0.919216,0.197864,1991.54,"1991-7-15 00:00:00"
1991,8,0.746481,1.30137,0.797419,0.635296,0.670893,0.907161,1.54658,0.723557,0.541084,-0.404718,1991.62,"1991-8-15 00:00:00"
1991,9,1.08971,2.00697,1.33447,1.63965,1.19195,0.821704,1.15501,0.273956,-0.21647,-0.70333,1991.71,"1991-9-15 00:00:00"
1991,10,0.501756,1.12831,0.68892,0.714213,-1.10972,0.668124,0.846731,-0.227462,-0.755056,-1.18271,1991.79,"1991-10-15 00:00:00"
1991,11,0.372543,0.812725,0.434099,0.346484,-0.113206,0.764868,0.92808,0.112864,-0.450934,-0.512283,1991.88,"1991-11-15 00:00:00"
1991,12,0.454249,0.56919,0.0605658,-0.481943,-0.528303,0.773976,0.860415,0.207499,-0.380616,-0.135316,1991.96,"1991-12-15 00:00:00"
1992,1,1.12993,1.6595,1.45819,0.990783,1.0599,0.7211,0.710819,-0.110935,-0.674512,-0.402265,1992.04,"1992-1-15 00:00:00"
1992,2,0.796205,1.08942,0.535502,0.443042,-0.170662,0.860573,0.964885,0.139993,-0.397084,-0.357796,1992.12,"1992-2-15 00:00:00"
1992,3,0.764531,0.973014,0.372579,0.187794,-0.616673,0.864474,1.03347,0.303539,-0.322344,-0.416034,1992.21,"1992-3-15 00:00:00"
1992,4,0.199547,0.194017,-0.601548,-1.69032,-2.31401,0.930463,1.2306,0.589374,-0.0332603,-0.47288,1992.29,"1992-4-15 00:00:00"
1992,5,0.351359,0.483291,-0.377171,-0.774212,-0.376893,0.990631,1.37646,0.792107,0.2336,-0.179581,1992.38,"1992-5-15 00:00:00"
1992,6,0.163208,0.372755,-0.238065,-0.599988,-1.78329,0.946874,1.46706,0.841197,0.344018,-0.0978226,1992.46,"1992-6-15 00:00:00"
1992,7,-0.794893,-1.21508,-1.50678,-2.61334,-2.61557,0.636961,0.819216,-0.30125,-0.965723,-2.01875,1992.54,"1992-7-15 00:00:00"
1992,8,-0.389782,-0.531927,-1.57117,-1.6154,-2.34075,0.396813,0.302608,-0.923921,-1.64955,-2.09688,1992.62,"1992-8-15 00:00:00"
1992,9,-0.895625,-1.23641,-1.5009,-2.27566,-2.08615,0.431758,0.291431,-1.23618,-1.79088,-1.98059,1992.71,"1992-9-15 00:00:00"
1992,10,-0.188683,-0.0729613,-0.793929,-0.672334,-2.44964,0.328239,0.132151,-1.19788,-1.90362,-1.89509,1992.79,"1992-10-15 00:00:00"
1992,11,-0.445571,-0.831171,-0.933558,-1.4746,-1.60973,0.313761,0.0844868,-1.00468,-1.69963,-1.64219,1992.88,"1992-11-15 00:00:00"
1992,12,0.483728,0.591951,0.181962,-0.430969,-0.843318,0.423395,0.2506,-0.828967,-1.24619,-1.46171,1992.96,"1992-12-15 00:00:00"
1993,1,0.647732,0.816104,0.104154,-0.328376,-0.49648,0.686114,0.605191,-0.087426,-0.823149,-0.466192,1993.04,"1993-1-15 00:00:00"
1993,2,0.548921,0.72174,0.141392,-0.228589,-0.767485,0.683287,0.622616,-0.282166,-0.967294,-0.753266,1993.12,"1993-2-15 00:00:00"
1993,3,0.660301,0.749144,0.145518,-0.161837,-0.573602,0.692535,0.687193,-0.18268,-0.941875,-0.960478,1993.21,"1993-3-15 00:00:00"
1993,4,0.248305,0.233935,-0.490834,-1.52465,-1.52011,0.729634,0.803806,0.0205124,-0.815953,-1.46004,1993.29,"1993-4-15 00:00:00"
1993,5,0.161364,0.0932735,-0.767671,-1.18433,-0.522949,0.859186,1.0531,0.352048,-0.458775,-1.18568,1993.38,"1993-5-15 00:00:00"
1993,6,-0.0778376,-0.0607754,-0.61897,-1.10513,-1.57705,0.820331,1.1127,0.43159,-0.44823,-1.31534,1993.46,"1993-6-15 00:00:00"
1993,7,0.228557,0.475706,-0.090309,-0.43027,-0.500797,0.604934,0.701016,-0.367711,-1.33848,-1.5237,1993.54,"1993-7-15 00:00:00"
1993,8,-0.348464,-0.422129,-1.19444,-1.4712,-1.17682,0.5244,0.586386,-0.437326,-1.26628,-1.00206,1993.62,"1993-8-15 00:00:00"
1993,9,-0.40942,-0.39839,-0.664553,-1.31596,-0.709694,0.626731,0.675098,-0.431619,-1.17444,-0.616712,1993.71,"1993-9-15 00:00:00"
1993,10,0.174706,0.623962,-0.0627229,-0.00765051,-0.923737,0.566159,0.577984,-0.378508,-1.12328,-0.656818,1993.79,"1993-10-15 00:00:00"
1993,11,-0.894731,-1.60646,-1.37507,-2.21015,-1.81363,0.591365,0.557894,-0.221763,-0.940748,-0.530767,1993.88,"1993-11-15 00:00:00"
1993,12,0.439509,0.482121,0.0475174,-0.611214,-1.18403,0.458453,0.28593,-0.643181,-1.13954,-1.09858,1993.96,"1993-12-15 00:00:00"
1994,1,0.499365,0.541103,-0.428145,-0.771065,-1.23478,0.476198,0.218525,-0.670694,-1.30145,-1.25533,1994.04,"1994-1-15 00:00:00"
1994,2,-0.563861,-0.997203,-1.56499,-2.35144,-2.37892,0.506002,0.285082,-0.752404,-1.41847,-1.29265,1994.12,"1994-2-15 00:00:00"
1994,3,0.464871,0.380144,-0.257338,-0.580127,-0.955226,0.658147,0.578466,-0.309689,-1.08416,-1.06446,1994.21,"1994-3-15 00:00:00"
1994,4,0.914666,1.46686,0.889824,0.373465,0.396737,0.696162,0.689875,-0.172711,-1.0231,-1.53551,1994.29,"1994-4-15 00:00:00"
1994,5,0.541354,0.751584,0.446927,-0.237746,0.844375,0.760602,0.80977,-0.108883,-0.986932,-1.75149,1994.38,"1994-5-15 00:00:00"
1994,6,1.32826,2.15102,1.32139,1.70262,1.04364,0.693788,0.78323,-0.179678,-1.15191,-2.16313,1994.46,"1994-6-15 00:00:00"
1994,7,0.651287,1.10229,0.455505,0.299989,0.227897,0.733043,0.936868,-0.0515254,-0.899139,-0.875584,1994.54,"1994-7-15 00:00:00"
1994,8,0.126701,0.31589,-0.228495,-0.599328,0.0536764,0.715781,0.993339,0.0938939,-0.656637,-0.26519,1994.62,"1994-8-15 00:00:00"
1994,9,0.745315,1.46213,0.865517,0.805565,0.898071,0.626731,0.627109,-0.388741,-1.28793,-0.36835,1994.71,"1994-9-15 00:00:00"
1994,10,0.937822,1.90769,1.26302,1.33357,0.869238,0.906044,1.2337,0.616005,-0.118215,0.676273,1994.79,"1994-10-15 00:00:00"
1994,11,0.933994,1.81975,1.32484,1.54704,1.31581,1.00777,1.2858,0.763386,0.0653948,0.697941,1994.88,"1994-11-15 00:00:00"
1994,12,0.616385,0.725074,0.12947,-0.287625,-0.980873,1.05444,1.24369,1.1224,0.15262,1.11834,1994.96,"1994-12-15 00:00:00"
1995,1,1.09283,1.39938,1.25607,0.449617,1.04057,0.966002,1.00041,0.661989,-0.167182,0.516662,1995.04,"1995-1-15 00:00:00"
1995,2,1.8348,2.35152,1.8297,1.95291,2.06258,1.03786,1.12903,0.719513,-0.0949645,0.622573,1995.12,"1995-2-15 00:00:00"
1995,3,0.777559,0.851196,0.222909,0.0662283,-0.14644,0.967638,1.06669,0.573301,-0.275758,0.194733,1995.21,"1995-3-15 00:00:00"
1995,4,0.735886,1.0659,0.302192,-0.184317,-0.0172261,0.86352,0.955434,0.200347,-0.508912,-0.693352,1995.29,"1995-4-15 00:00:00"
1995,5,0.31336,0.270574,-0.350122,-0.722019,-0.383284,0.727741,0.694643,-0.429058,-1.08988,-1.49505,1995.38,"1995-5-15 00:00:00"
1995,6,1.16756,1.71922,0.874715,1.0466,0.510923,0.820331,0.998963,0.142514,-0.689709,-1.15994,1995.46,"1995-6-15 00:00:00"
1995,7,1.40775,2.1112,1.29177,1.5615,1.13883,0.957233,1.37397,0.708462,-0.00779212,0.39073,1995.54,"1995-7-15 00:00:00"
1995,8,1.26296,1.97663,1.55551,1.4904,1.96556,0.939058,1.44204,0.689598,0.250494,0.631866,1995.62,"1995-8-15 00:00:00"
1995,9,0.765573,1.40751,0.731328,0.765088,0.634567,0.756713,0.865511,0,-0.723498,0.342334,1995.71,"1995-9-15 00:00:00"
1995,10,1.15586,2.05546,1.36514,1.60568,0.929834,0.77009,0.877804,0,-0.577719,0.227156,1995.79,"1995-10-15 00:00:00"
1995,11,0.966077,1.72076,1.10984,1.35253,0.884823,0.90367,1.0141,0.331952,-0.229064,0.317364,1995.88,"1995-11-15 00:00:00"
1995,12,0.513208,0.512916,-0.339409,-0.494377,-0.692003,0.668802,0.509419,-0.260495,-0.732805,-0.392087,1995.96,"1995-12-15 00:00:00"
1996,1,0.128447,-0.149068,-1.45681,-1.82145,-1.95214,0.616142,0.334809,-0.638442,-0.964869,-0.696655,1996.04,"1996-1-15 00:00:00"
1996,2,0.759113,0.798501,0.119726,-0.150423,0.0717073,0.789659,0.642777,-0.197546,-0.750556,-0.260404,1996.12,"1996-2-15 00:00:00"
1996,3,0.0349241,-0.412723,-1.07824,-1.36318,-1.34283,0.830086,0.760103,-0.143727,-0.672975,-0.277806,1996.21,"1996-3-15 00:00:00"
1996,4,0.297063,0.04922,-0.801199,-1.4372,-1.08893,0.796577,0.766771,-0.385695,-0.722898,-0.828552,1996.29,"1996-4-15 00:00:00"
1996,5,0.370359,0.336715,-0.125272,-0.570274,0.151578,0.727741,0.643198,-0.870312,-1.03058,-1.34064,1996.38,"1996-5-15 00:00:00"
1996,6,0.504689,0.65774,-0.27418,-0.495167,-0.808478,0.788695,0.867888,-0.322656,-0.862632,-0.998502,1996.46,"1996-6-15 00:00:00"
1996,7,0.962771,1.33757,0.481084,0.527689,0.302624,0.668988,0.642351,-0.841858,-1.36718,-0.970787,1996.54,"1996-7-15 00:00:00"
1996,8,1.32494,1.87092,1.30453,1.2931,1.29513,0.811471,1.05912,0.0424217,-0.460789,0.349672,1996.62,"1996-8-15 00:00:00"
1996,9,0.198335,0.401741,-0.214339,-0.413954,-0.315686,0.756713,0.809393,-0.0892885,-0.793283,0.733843,1996.71,"1996-9-15 00:00:00"
1996,10,-0.00698824,0.0347643,-1.05908,-1.02611,-1.81947,0.634136,0.527301,-0.472522,-1.04682,-0.00888363,1996.79,"1996-10-15 00:00:00"
1996,11,0.436709,0.720055,0.225808,0.184434,-0.194413,0.660766,0.48845,-0.417618,-0.951538,-0.26305,1996.88,"1996-11-15 00:00:00"
1996,12,0.778521,0.908746,0.291725,-0.00124279,1.15068,0.70386,0.528216,-0.149276,-0.637673,0.0556678,1996.96,"1996-12-15 00:00:00"
1997,1,0.573549,0.527925,-0.225642,-0.776092,-0.203039,0.616142,0.285932,-0.5758,-0.918908,-0.0440552,1997.04,"1997-1-15 00:00:00"
1997,2,0.72202,0.695493,0.134107,-0.316698,-0.059126,0.825116,0.654492,-0.112412,-0.666206,0.254016,1997.12,"1997-2-15 00:00:00"
1997,3,0.829674,0.888357,0.270971,0.196279,0.653458,0.93325,0.891371,0.301718,-0.438872,0.697718,1997.21,"1997-3-15 00:00:00"
1997,4,0.45959,0.381923,-0.472641,-0.793148,-0.365562,0.86352,0.846116,-0.0389249,-0.553285,0.356638,1997.29,"1997-4-15 00:00:00"
1997,5,0.33236,0.257937,-0.278627,-0.614654,0.041818,1.05635,1.25622,1.04921,0.0406918,1.60243,1997.38,"1997-5-15 00:00:00"
1997,6,1.268,1.68919,0.876477,0.895253,0.771136,1.23159,1.71468,2.00691,0.760407,2.26693,1997.46,"1997-6-15 00:00:00"
1997,7,0.184059,0.13955,-0.656375,-1.22603,-0.809319,1.37359,2.07921,2.05046,1.47233,2.60667,1997.54,"1997-7-15 00:00:00"
1997,8,0.601865,0.75523,0.0877769,-0.216149,-0.268322,1.41751,2.26572,2.11515,1.81785,2.72375,1997.62,"1997-8-15 00:00:00"
1997,9,0.9479,1.55959,0.853597,0.966166,1.13548,1.6016,2.46624,2.5272,2.07561,3.3641,1997.71,"1997-9-15 00:00:00"
1997,10,1.11952,1.84272,1.09189,1.3181,1.20143,1.68778,2.54407,2.34605,2.17053,3.00452,1997.79,"1997-10-15 00:00:00"
1997,11,0.998159,1.58692,0.892253,1.14954,0.714668,1.66708,2.27571,2.18211,1.70449,2.81593,1997.88,"1997-11-15 00:00:00"
1997,12,0.999616,1.20934,1.34175,0.409983,2.40131,1.7556,2.24858,2.30607,1.68487,2.88218,1997.96,"1997-12-15 00:00:00"
1998,1,0.783735,0.807705,0.418385,-0.38835,0.566992,1.66572,2.16421,2.44591,1.548,3.27985,1998.04,"1998-1-15 00:00:00"
1998,2,1.98317,2.16694,1.61849,1.67423,1.54205,1.71154,2.14525,2.29265,1.48073,2.97979,1998.12,"1998-2-15 00:00:00"
1998,3,0.842703,0.920433,0.287054,0.136636,0.896404,1.58662,2.01694,2.31524,1.246,2.96298,1998.21,"1998-3-15 00:00:00"
1998,4,1.22347,1.98245,1.4076,1.3928,1.91027,1.56642,2.14207,2.31029,1.46431,2.84271,1998.29,"1998-4-15 00:00:00"
1998,5,1.62433,2.56585,2.5156,2.17052,3.28567,1.615,2.20867,2.30076,1.60935,2.6709,1998.38,"1998-5-15 00:00:00"
1998,6,1.97105,2.41059,1.57768,1.94919,1.5176,1.54795,2.14001,2.18579,1.60391,2.33105,1998.46,"1998-6-15 00:00:00"
1998,7,1.91947,2.44626,1.6214,1.98635,1.76751,1.5017,2.11751,1.78971,1.54703,1.75828,1998.54,"1998-7-15 00:00:00"
1998,8,1.86208,2.30665,1.71902,1.8252,1.88807,1.41751,2.03078,1.57,1.37199,1.37637,1998.62,"1998-8-15 00:00:00"
1998,9,1.02893,1.61727,0.957801,0.94109,0.910788,0.984181,1.04131,0.455878,-0.363076,-0.105264,1998.71,"1998-9-15 00:00:00"
1998,10,0.828806,1.27743,0.518104,0.361343,0.378011,1.042,1.11888,0.520949,-0.0978792,-0.0679341,1998.79,"1998-10-15 00:00:00"
1998,11,0.388584,0.498401,-0.0261519,-0.191407,-0.432031,1.18127,1.24501,0.754637,0.186297,0.0457158,1998.88,"1998-11-15 00:00:00"
1998,12,1.41233,1.81514,2.10062,1.10415,2.50574,0.984325,0.825113,0.302638,-0.240421,-0.481611,1998.96,"1998-12-15 00:00:00"
1999,1,1.11756,1.34039,1.19214,0.309403,1.25218,0.791072,0.45418,-0.136687,-0.621816,-0.800485,1999.04,"1999-1-15 00:00:00"
1999,2,1.77298,1.80361,1.0759,1.03991,0.593031,0.754202,0.363975,-0.510087,-1.03693,-1.28649,1999.12,"1999-2-15 00:00:00"
1999,3,0.113096,-0.370287,-1.08336,-1.54458,-0.807869,1.00203,0.862606,0.187009,-0.512877,-0.746279,1999.21,"1999-3-15 00:00:00"
1999,4,0.492095,0.300422,-0.47701,-0.88654,-0.543224,0.86352,0.678463,-0.341266,-0.857407,-0.894752,1999.29,"1999-4-15 00:00:00"
1999,5,0.465356,0.315688,-0.155686,-0.604058,-1.01104,0.69488,0.334077,-0.952465,-1.61869,-1.53731,1999.38,"1999-5-15 00:00:00"
