"year","month","sti1","ts","time","sti2","sti3","sti4","sti5","sti6","sti7","sti8","sti9","sti10","sti11","sti12"
1885,7,-1.57361,1885.54,"1885-7-15 00:00:00",-2.2914655063979,-2.94679608318046,-3.435517014493,-3.38200156936132,-3.53453239447393,-4.04003481868933,-4.06941657446721,-4.28810985367898,-4.48406158552369,-4.72708610608549,-4.82945434219407
1885,8,-1.52605,1885.62,"1885-8-15 00:00:00",-2.07737217333204,-2.62249254838774,-3.18127931408974,-3.62282230098607,-3.58647610693712,-3.72974838202386,-4.19965148704149,-4.2310643482761,-4.43888813635256,-4.62620775262007,-4.85898111515476
1885,9,-1.40209,1885.71,"1885-9-15 00:00:00",-1.96242057374695,-2.38734557217653,-2.85092706019931,-3.35036887307606,-3.75917873273329,-3.73696343827469,-3.87507263514796,-4.31787566067878,-4.35240493079237,-4.55240495285813,-4.733518531629
1885,10,-1.49688,1885.79,"1885-10-15 00:00:00",-1.94287102757218,-2.34665450186985,-2.69434110695552,-3.09737837863128,-3.54763649764545,-3.92578071251628,-3.910286392713,-4.04129326695214,-4.45917781618824,-4.49429395179667,-4.6859103022675
1885,11,-1.2316,1885.88,"1885-11-15 00:00:00",-1.82860972735494,-2.19050324875109,-2.5407240974067,-2.85497028663871,-3.22563879242893,-3.64599650329067,-4.00523831226114,-3.99958626413589,-4.12871564326526,-4.52890607729421,-4.56745782626218
1885,12,-0.120597,1885.96,"1885-12-15 00:00:00",-0.906233722622179,-1.51090828249903,-1.90945165823409,-2.28122519953916,-2.61258463260079,-2.99017650320179,-3.41177511850496,-3.77584408374799,-3.79545811507809,-3.93786677735988,-4.33573768602176
1886,1,-1.66432,1886.04,"1886-1-15 00:00:00",-1.19623988034407,-1.59970422687738,-2.027234730115,-2.33582328860874,-2.644824209457,-2.93126600786489,-3.26931262145221,-3.65554342613049,-3.99344590650972,-4.00910478831587,-4.14136500716262
1886,2,-2.01048,1886.12,"1886-2-15 00:00:00",-2.46282729801352,-2.01275597769803,-2.25792300269263,-2.5760556702464,-2.81699726883805,-3.07331385033001,-3.31897551872593,-3.61979858420234,-3.97185156876887,-4.28319404986305,-4.29156662456782
1886,3,-1.76304,1886.21,"1886-3-15 00:00:00",-2.5289888063568,-2.88376814487798,-2.49662427913082,-2.68115314176415,-2.9452838443672,-3.1503709112081,-3.37599844653877,-3.59660802821969,-3.87273461708431,-4.20078017205925,-4.49328764923074
1886,4,-1.06816,1886.29,"1886-4-15 00:00:00",-1.89745200994227,-2.56761555170671,-2.92223111641368,-2.6166162814363,-2.79291088229251,-3.04179390652849,-3.23816268443023,-3.45445830081936,-3.66702208645347,-3.9329250504906,-4.24939402733735
1886,5,-0.959608,1886.38,"1886-5-15 00:00:00",-1.35899705682983,-2.0103223621417,-2.60570309082036,-2.94791300023543,-2.69624119881468,-2.86710045443308,-3.10496509616819,-3.29515554903758,-3.50453475114023,-3.71103775704491,-3.96880583922793
1886,6,-1.46385,1886.46,"1886-6-15 00:00:00",-1.62418594698738,-1.8516574159009,-2.36017908295605,-2.86875426069845,-3.17365171949417,-2.94261630906381,-3.09502228190615,-3.31252456113421,-3.48807436134266,-3.68354642703109,-3.87789834567803
1886,7,-0.216421,1886.54,"1886-7-15 00:00:00",-1.12610680495822,-1.39996744415656,-1.66550060662088,-2.16034178454254,-2.65904857661541,-2.9737733865843,-2.78942929856609,-2.95241594940743,-3.17430307660171,-3.35552672008263,-3.55462138966206
1886,8,-1.00956,1886.62,"1886-8-15 00:00:00",-0.821644572125261,-1.42645773926877,-1.63917986524034,-1.86281832933067,-2.30330789458565,-2.76087882909016,-3.05702826904216,-2.88997075112477,-3.04534042135816,-3.25721065074659,-3.43159555095228
1886,9,-0.652522,1886.71,"1886-9-15 00:00:00",-1.11391665427694,-0.996198327177283,-1.50124929889926,-1.69869711327005,-1.90861458170717,-2.31934014696904,-2.75245304698034,-3.03956614878512,-2.89209525088881,-3.04572628095974,-3.25305147097007
1886,10,-1.46054,1886.79,"1886-10-15 00:00:00",-1.41616054642294,-1.65597330044561,-1.49976258125473,-1.89649800973206,-2.0480718098721,-2.22098257527563,-2.58690804924296,-2.98225628341833,-3.24669306578458,-3.10306834631472,-3.24439542926798
1886,11,-1.2316,1886.88,"1886-11-15 00:00:00",-1.80425489334769,-1.77372444407777,-1.95573978115171,-1.80479043624244,-2.14474149334994,-2.27412492739983,-2.42693199076831,-2.7632087422618,-3.13217956299998,-3.38133866445739,-3.24439542926798
1886,12,-0.164816,1886.96,"1886-12-15 00:00:00",-0.935869011696648,-1.51508663442065,-1.57631506516589,-1.78441338853552,-1.68304701113373,-2.01569910551108,-2.15500399783077,-2.31373380720458,-2.6437495167728,-3.00576141116806,-3.25492821705072
1887,1,-2.39379,1887.04,"1887-1-15 00:00:00",-1.71476126637128,-2.0100031125089,-2.35842197134717,-2.33099842384891,-2.45691378679058,-2.31806816409147,-2.58672683294912,-2.68654604013307,-2.81066898405276,-3.10176816870811,-3.42868503434365
1887,2,-1.82501,1887.12,"1887-2-15 00:00:00",-2.82741259520502,-2.32469733941738,-2.52212710122717,-2.79397379274318,-2.74673588961715,-2.84109926456331,-2.69544456830721,-2.92992650979713,-3.01095911296411,-3.11728964940195,-3.38450682701049
1887,3,-1.03343,1887.21,"1887-3-15 00:00:00",-1.91570808254429,-2.78533637686516,-2.43311718110118,-2.62532267664781,-2.88211581179934,-2.84886057112966,-2.94138367631247,-2.80887776972858,-3.03049510807079,-3.10859090768019,-3.21071666228117
1887,4,-1.13317,1887.29,"1887-4-15 00:00:00",-1.4520413692925,-2.11681067570513,-2.86806249166122,-2.58645603958179,-2.76576402836401,-3.00514278640005,-2.97859322129978,-3.06669876180401,-2.94298511292194,-3.15206257513517,-3.22620178256332
1887,5,-0.731613,1887.38,"1887-5-15 00:00:00",-1.249765559288,-1.53696584056744,-2.12148005231491,-2.81026476953311,-2.58806179802991,-2.76813290322067,-3.00240149023102,-2.98853061405104,-3.07932371646835,-2.96866088949991,-3.1718942914277
1887,6,-0.841148,1887.46,"1887-6-15 00:00:00",-1.05405429521363,-1.43499581084361,-1.67956917763661,-2.19717960131754,-2.82843945754171,-2.64117782691378,-2.81594979143015,-3.04157865931885,-3.03475575559074,-3.12513479734922,-3.02356918190717
1887,7,-0.883889,1887.54,"1887-7-15 00:00:00",-1.15610868991056,-1.30279835616982,-1.61240143042179,-1.82556313944403,-2.29179995434723,-2.87498369187344,-2.71128052440419,-2.87940478958865,-3.09598390681732,-3.09365827644756,-3.18255737240832
1887,8,-1.56736,1887.62,"1887-8-15 00:00:00",-1.64281129624152,-1.74600753035982,-1.80742195431291,-2.03639381635818,-2.20022761417522,-2.60627080600704,-3.13347957031205,-2.97383191882386,-3.12425237688445,-3.3227956066879,-3.31542308681192
1887,9,-0.936142,1887.71,"1887-9-15 00:00:00",-1.67783092038517,-1.7963842739114,-1.89928807912216,-1.95859420477793,-2.16565012599104,-2.31725626704513,-2.69469291201862,-3.19075501831301,-3.04606340825409,-3.19145086838082,-3.3829802290119
1887,10,-1.69675,1887.79,"1887-10-15 00:00:00",-1.76454726524475,-2.22745665890501,-2.28358976797334,-2.33969376281905,-2.36595417983983,-2.53293409995644,-2.65608360662203,-2.99472366805655,-3.4514690478705,-3.30795589895595,-3.4392445000755
1887,11,-1.07119,1887.88,"1887-11-15 00:00:00",-1.85505556527254,-1.96433026304855,-2.36771777448048,-2.43052947270365,-2.48664449832844,-2.51278136510171,-2.66745026319287,-2.78272385104414,-3.10146082365414,-3.53497327094886,-3.40103548385556
1887,12,-1.38821,1887.96,"1887-12-15 00:00:00",-1.64827404395734,-2.20406870657,-2.28725086631793,-2.62966856923694,-2.6810778286571,-2.72627322130395,-2.74422335884501,-2.88250005103839,-2.9858676039825,-3.28310800459233,-3.69244300950467
1888,1,-1.3305,1888.04,"1888-1-15 00:00:00",-1.82206193626383,-2.00984083611748,-2.46438047262083,-2.53614066457924,-2.83980949726398,-2.88538553344713,-2.92450256577657,-2.93799595707836,-3.06448316663784,-3.15924924361263,-3.43917161210739
1888,2,-1.54064,1888.12,"1888-2-15 00:00:00",-1.92421954076916,-2.25879721504973,-2.39426219724682,-2.77483622866677,-2.83031284316192,-3.09892746259496,-3.13506626646631,-3.16552185975817,-3.1723145980014,-3.28628894383409,-3.37143582292677
1888,3,-1.71092,1888.21,"1888-3-15 00:00:00",-2.17917457525003,-2.42993517019986,-2.68160294610992,-2.78043147653048,-3.10567955992415,-3.14560585265217,-3.38402223443324,-3.4101313220204,-3.4314749669963,-3.43099663256844,-3.53281121348126
1888,4,-0.856878,1888.29,"1888-4-15 00:00:00",-1.72092168558412,-2.17876631706821,-2.44295017888792,-2.6958070051001,-2.80717754368139,-3.11983324252752,-3.17015028279771,-3.40253491033416,-3.43563769901424,-3.46237146360143,-3.46699957138015
1888,5,-1.49159,1888.38,"1888-5-15 00:00:00",-1.57392813184696,-2.1527543660902,-2.51530526811987,-2.73662822769367,-2.95659346376023,-3.05312567423457,-3.33735331931666,-3.38122580983931,-3.59645755979188,-3.62528614724616,-3.64802303325771
1888,6,-1.12237,1888.46,"1888-6-15 00:00:00",-1.75185916074764,-1.8406374701043,-2.3274353620236,-2.65444481641102,-2.86211028537356,-3.0697667999181,-3.16445130127761,-3.43359945596516,-3.4786969672514,-3.68501792451498,-3.71500898151158
1888,7,-0.527906,1888.54,"1888-7-15 00:00:00",-1.10600434909561,-1.66617868239507,-1.79607349267945,-2.25455083264166,-2.5768573810925,-2.79003981691603,-3.00090991757984,-3.10488077761217,-3.37066282433503,-3.42466831675094,-3.63021526403124
1888,8,-0.885606,1888.62,"1888-8-15 00:00:00",-0.94732664081574,-1.34481627461813,-1.80897694418765,-1.92866259020028,-2.34404932259364,-2.6453829788963,-2.84961417978518,-3.052688246185,-3.15600452173125,-3.41201068324531,-3.4678242058428
1888,9,-1.03743,1888.71,"1888-9-15 00:00:00",-1.28880634479774,-1.29977131812328,-1.60498670689431,-1.99995639346701,-2.10468174882128,-2.48176475194806,-2.76139315115134,-2.95403698220738,-3.14707039376395,-3.24687234774322,-3.49195059967663
1888,10,-0.697427,1888.79,"1888-10-15 00:00:00",-1.16268999067972,-1.38967084802631,-1.41411956006029,-1.68636861441325,-2.04801067871545,-2.15222851919345,-2.50756601696011,-2.77599532749472,-2.96426400396443,-3.15325680492294,-3.25391588416041
